country_name,country_code,population_1990,population_1991,population_1992,population_1993,population_1994,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020
ARUBA,ABW,879.0,1946.0,1294.0,1662.0,1668.0,1598.0,1636.0,1656.0,1786.0,1828.0,1235.0,560.0,350.0,324.0,315.0,579.0,569.0,621.0,666.0,703.0,498.0,315.0,229.0,134.0,88.0,177.0,170.0,218.0,367.0,412.0,0.0
AFGHANISTAN,AFG,-666001.0,39926.0,1834556.0,1171818.0,665410.0,71824.0,27194.0,6129.0,35740.0,85758.0,-1007135.0,-192286.0,1327074.0,388632.0,-248616.0,252185.0,62684.0,-942887.0,221000.0,-58881.0,-141355.0,418796.0,105905.0,48076.0,255611.0,-281739.0,-90238.0,-47090.0,-47205.0,-8082.0,166821.0
ANGOLA,AGO,47663.0,33925.0,39196.0,38883.0,45272.0,40855.0,45356.0,49960.0,51856.0,51687.0,53527.0,56959.0,60505.0,59438.0,66585.0,64009.0,70170.0,73940.0,73804.0,77265.0,90016.0,94709.0,96056.0,91528.0,84532.0,74170.0,91623.0,77733.0,61632.0,58986.0,7557.0
ALBANIA,ALB,-52723.0,-56599.0,-59634.0,-61925.0,-63700.0,-65106.0,-65800.0,-65975.0,-65616.0,-64787.0,-63610.0,-62059.0,-59876.0,-57308.0,-54383.0,-50855.0,-47174.0,-43019.0,-38736.0,-34116.0,-29330.0,-24465.0,-19946.0,-16845.0,-14265.0,-12240.0,-10887.0,-9768.0,-9106.0,-8889.0,-9117.0
ANDORRA,AND,1589.0,1501.0,1446.0,1530.0,1474.0,1588.0,182.0,140.0,183.0,39.0,146.0,2690.0,2690.0,2722.0,2744.0,2467.0,-2420.0,-2446.0,-2584.0,-2678.0,-2864.0,27.0,33.0,12.0,-84.0,-232.0,1303.0,887.0,1184.0,1238.0,1474.0
UNITED ARAB EMIRATES,ARE,64939.0,64706.0,63263.0,62946.0,59748.0,64261.0,130051.0,131906.0,133350.0,133289.0,131735.0,130241.0,128160.0,124550.0,122863.0,339380.0,781672.0,1037187.0,1040422.0,783241.0,-13726.0,-15738.0,-16401.0,-15566.0,-14954.0,-14154.0,-13520.0,-12895.0,-8582.0,-4466.0,-2762.0
ARGENTINA,ARG,6021.0,-8569.0,-13201.0,-16383.0,-18725.0,-19736.0,-20396.0,-20588.0,-20331.0,-20220.0,-22770.0,-22787.0,-22668.0,-22353.0,-22336.0,-21961.0,-19958.0,-18051.0,-12450.0,-7869.0,-4970.0,-1011.0,3127.0,5369.0,5801.0,5522.0,5215.0,4926.0,4690.0,4478.0,2344.0
ARMENIA,ARM,2119.0,5419.0,-196273.0,-126968.0,-112567.0,-50217.0,-51023.0,-51638.0,-52266.0,-52843.0,-51873.0,-44486.0,-34971.0,-30238.0,-30623.0,-31023.0,-31302.0,-31530.0,-31822.0,-32000.0,-31991.0,-29214.0,-28731.0,-28257.0,-27763.0,-27283.0,-26804.0,-26326.0,-25835.0,-25363.0,-12825.0
AMERICAN SAMOA,ASM,-251.0,-505.0,-516.0,-522.0,-476.0,-419.0,-385.0,-405.0,-451.0,-452.0,-1158.0,-1503.0,-1583.0,-1647.0,-1701.0,-1697.0,-1661.0,-1618.0,-1586.0,-1527.0,-1475.0,-1509.0,-1538.0,-1575.0,-1602.0,-1629.0,-1641.0,-1652.0,-1652.0,-1650.0,-1636.0
ANTIGUA AND BARBUDA,ATG,-1145.0,223.0,405.0,484.0,513.0,528.0,478.0,493.0,465.0,390.0,271.0,148.0,51.0,41.0,101.0,202.0,314.0,372.0,369.0,338.0,295.0,247.0,203.0,156.0,108.0,60.0,16.0,0.0,0.0,0.0,0.0
AUSTRALIA,AUS,95996.0,68867.0,34149.0,23422.0,53636.0,79727.0,82770.0,67260.0,72084.0,85011.0,109375.0,113907.0,107886.0,103907.0,109226.0,132109.0,192139.0,251231.0,278516.0,235881.0,166833.0,197748.0,235719.0,214564.0,198120.0,209466.0,242184.0,244875.0,220307.0,235860.0,117929.0
AUSTRIA,AUT,59606.0,77195.0,71035.0,33610.0,2844.0,1447.0,3969.0,1459.0,8493.0,19768.0,17531.0,39173.0,37429.0,44003.0,54907.0,50282.0,25420.0,23729.0,25499.0,17121.0,22786.0,31665.0,44891.0,56494.0,74263.0,115125.0,66282.0,45573.0,35404.0,41105.0,20314.0
AZERBAIJAN,AZE,-28017.0,-25282.0,-23316.0,-22817.0,-37037.0,-37975.0,-38092.0,-40423.0,-46097.0,5300.0,15938.0,16248.0,15071.0,13154.0,13488.0,16436.0,16909.0,17111.0,15048.0,890.0,1384.0,1688.0,1988.0,2289.0,1084.0,1084.0,1484.0,1184.0,1583.0,392.0,1084.0
BURUNDI,BDI,-39996.0,-39298.0,35771.0,-686089.0,516369.0,-84698.0,-226350.0,-84365.0,13841.0,-34507.0,-40114.0,9965.0,-16881.0,36721.0,47090.0,17913.0,15322.0,22120.0,79323.0,184361.0,11847.0,-19517.0,22613.0,-2295.0,-6856.0,-236447.0,-109490.0,-68450.0,68145.0,14241.0,-10186.0
BELGIUM,BEL,6752.0,8150.0,9952.0,12080.0,14118.0,16528.0,19272.0,22141.0,25295.0,28651.0,32262.0,35439.0,38517.0,41479.0,43994.0,46280.0,48426.0,50352.0,51937.0,53385.0,54611.0,55511.0,56227.0,56755.0,57103.0,57008.0,56781.0,56248.0,55439.0,54395.0,53428.0
BENIN,BEN,-337.0,0.0,-148.0,156226.0,-85132.0,-45474.0,-16498.0,-1326.0,2054.0,3170.0,3337.0,3730.0,3568.0,4278.0,4173.0,30492.0,-15131.0,247.0,3192.0,4272.0,3947.0,4278.0,1267.0,-899.0,3667.0,3366.0,3827.0,3716.0,3368.0,3363.0,1732.0
BURKINA FASO,BFA,-33043.0,-50568.0,-45114.0,-43888.0,-37638.0,-39033.0,-44413.0,-37277.0,-5376.0,-1926.0,3880.0,10651.0,16076.0,15362.0,17573.0,9794.0,-4220.0,-28226.0,-40782.0,-40215.0,-42128.0,-33455.0,-20961.0,-33275.0,-18009.0,-19754.0,-7603.0,-14801.0,-23971.0,-25277.0,-5665.0
BANGLADESH,BGD,-200144.0,-386852.0,-265940.0,-271146.0,-214321.0,-374788.0,-389040.0,-390261.0,-407859.0,-435710.0,-424718.0,-347605.0,-451611.0,-533925.0,-535175.0,-715970.0,-1146688.0,-923456.0,-1390782.0,-740788.0,-462265.0,-341152.0,-242022.0,-194048.0,-219628.0,-286512.0,-55013.0,-175755.0,-323380.0,-344054.0,-61154.0
BULGARIA,BGR,-29479.0,-28324.0,-27139.0,-25843.0,-24238.0,-22495.0,-20330.0,-18375.0,-16403.0,-14046.0,-11295.0,-8623.0,-6134.0,-4527.0,-4156.0,-3832.0,-3980.0,-4748.0,-5674.0,-6997.0,-8686.0,-11262.0,-13770.0,-15243.0,-15527.0,-15356.0,-14947.0,-13560.0,-12115.0,-11439.0,-9902.0
BAHRAIN,BHR,4605.0,6605.0,6728.0,6967.0,7424.0,7706.0,7844.0,7730.0,7388.0,6737.0,6264.0,5704.0,4197.0,28186.0,53424.0,53401.0,53765.0,54165.0,53870.0,52049.0,-17076.0,-20040.0,11754.0,27227.0,36320.0,29250.0,29052.0,29024.0,-3601.0,-17127.0,-48716.0
"BAHAMAS, THE",BHS,241.0,416.0,436.0,448.0,458.0,463.0,457.0,448.0,442.0,426.0,843.0,293.0,634.0,951.0,1031.0,800.0,1737.0,1728.0,1476.0,1617.0,1899.0,1384.0,1048.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,0.0
BOSNIA AND HERZEGOVINA,BIH,-22827.0,-26480.0,-437223.0,-178713.0,-157677.0,126915.0,173195.0,80138.0,24341.0,25493.0,8141.0,9058.0,-13313.0,-27396.0,-68032.0,-37107.0,-38642.0,-65367.0,-68177.0,-68227.0,-67267.0,-64918.0,-66436.0,-37030.0,-35709.0,-33976.0,-32195.0,-30669.0,-29154.0,-27848.0,-26857.0
BELARUS,BLR,4246.0,4992.0,4796.0,5341.0,5091.0,3910.0,2549.0,-82.0,-3171.0,-7500.0,-10419.0,-12414.0,-13520.0,-13488.0,-12943.0,-11902.0,-9732.0,-6448.0,-2728.0,2166.0,4892.0,7578.0,9425.0,10496.0,12222.0,13681.0,15258.0,15937.0,15731.0,15082.0,13589.0
BELIZE,BLZ,-1793.0,-1698.0,-1635.0,-1525.0,-802.0,273.0,1358.0,2070.0,2152.0,1963.0,1678.0,1912.0,1977.0,2199.0,2330.0,2397.0,2598.0,2707.0,2702.0,2694.0,1644.0,1583.0,1529.0,1504.0,1452.0,1363.0,1283.0,1222.0,1185.0,1164.0,0.0
BERMUDA,BMU,-96.0,-33.0,33.0,-18.0,-3.0,-72.0,-87.0,-71.0,-165.0,-121.0,-67.0,-148.0,-127.0,-127.0,-191.0,-80.0,-182.0,-299.0,-181.0,-264.0,-216.0,-208.0,-243.0,-254.0,-233.0,-315.0,0.0,227.0,306.0,290.0,291.0
BOLIVIA,BOL,-21915.0,-22984.0,-24002.0,-24702.0,-24528.0,-23615.0,-22473.0,-21294.0,-20022.0,-18562.0,-17675.0,-16536.0,-16253.0,-15499.0,-15173.0,-14657.0,-14110.0,-13667.0,-13417.0,-13056.0,-12592.0,-12107.0,-11688.0,-11371.0,-10972.0,-10525.0,-10071.0,-9669.0,-9345.0,-8978.0,-4666.0
BRAZIL,BRA,6457.0,-30659.0,-20270.0,-21956.0,-11642.0,-26337.0,-24330.0,-20429.0,-22409.0,-26152.0,-1761.0,3453.0,6018.0,-16908.0,-5390.0,-42926.0,-34007.0,-30331.0,-35373.0,-29357.0,16843.0,33631.0,43451.0,35308.0,24940.0,4764.0,82589.0,56362.0,67934.0,69186.0,56880.0
BARBADOS,BRB,-1295.0,-643.0,-620.0,-659.0,-687.0,-752.0,-807.0,-804.0,-756.0,-588.0,-833.0,-103.0,-121.0,-145.0,-159.0,-172.0,-160.0,19.0,296.0,75.0,-36.0,-54.0,-64.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,0.0
BRUNEI DARUSSALAM,BRN,1670.0,1325.0,966.0,1086.0,1215.0,1356.0,1471.0,1538.0,1565.0,1642.0,1660.0,1572.0,1504.0,1388.0,1263.0,1163.0,1027.0,877.0,710.0,569.0,468.0,-291.0,-342.0,-395.0,-444.0,-485.0,-539.0,-587.0,-638.0,-587.0,-395.0
BHUTAN,BTN,-996.0,-9000.0,-62997.0,-14002.0,-9996.0,-1497.0,-1998.0,-1994.0,492.0,5728.0,6069.0,5998.0,6015.0,6081.0,5595.0,1779.0,-958.0,-1256.0,-1399.0,-1274.0,-1190.0,-941.0,-725.0,-730.0,-870.0,-1171.0,-521.0,291.0,291.0,291.0,291.0
BOTSWANA,BWA,4144.0,4166.0,7113.0,7343.0,7567.0,7808.0,7999.0,8146.0,8203.0,8177.0,7970.0,7418.0,4964.0,4758.0,4758.0,4771.0,4798.0,4834.0,4820.0,4349.0,3562.0,1301.0,488.0,471.0,1138.0,2145.0,3129.0,3761.0,3819.0,2933.0,1816.0
CENTRAL AFRICAN REPUBLIC,CAF,2000.0,4386.0,9273.0,9935.0,9495.0,-12995.0,2701.0,2033.0,4484.0,6280.0,8082.0,-33004.0,5996.0,-18097.0,-16514.0,-13609.0,-41307.0,-30374.0,-29004.0,-28917.0,-43189.0,-86451.0,-112033.0,-112663.0,-174543.0,-63213.0,-52758.0,-58734.0,-53083.0,-36942.0,-24803.0
CANADA,CAN,145270.0,127381.0,123633.0,129514.0,132870.0,137472.0,150516.0,140171.0,126335.0,143541.0,201617.0,224357.0,206028.0,182430.0,193282.0,204710.0,202483.0,210817.0,237962.0,240878.0,227724.0,228828.0,245309.0,242475.0,195649.0,232738.0,320494.0,361274.0,417974.0,391914.0,195181.0
SWITZERLAND,CHE,58538.0,69110.0,41548.0,40015.0,29901.0,24956.0,-361.0,-2284.0,10962.0,25428.0,24066.0,35173.0,48658.0,41871.0,38681.0,32421.0,36928.0,71939.0,94153.0,69106.0,75604.0,66975.0,67464.0,83892.0,77880.0,71488.0,70637.0,45208.0,40899.0,43546.0,53786.0
CHANNEL ISLANDS,CHI,864.0,177.0,-262.0,-149.0,-389.0,-375.0,183.0,261.0,186.0,167.0,60.0,731.0,929.0,849.0,842.0,817.0,775.0,745.0,719.0,750.0,737.0,101.0,621.0,993.0,543.0,1396.0,1180.0,1429.0,2353.0,1566.0,1362.0
CHILE,CHL,-5253.0,-2214.0,17.0,1196.0,1931.0,2490.0,2980.0,3536.0,4240.0,4988.0,5790.0,6720.0,7828.0,9266.0,11515.0,14336.0,17348.0,20188.0,22516.0,24330.0,26064.0,28128.0,30925.0,36566.0,52709.0,55709.0,126525.0,214697.0,237358.0,230162.0,98439.0
CHINA,CHN,-290067.0,-757481.0,-873177.0,-749957.0,-477036.0,-625725.0,-553915.0,-501141.0,-439828.0,-492597.0,-549792.0,-485419.0,-477885.0,-527837.0,-458505.0,-519752.0,-473105.0,-438846.0,-469093.0,-350365.0,-216417.0,-147585.0,-124641.0,-137444.0,-198432.0,-155379.0,-153054.0,-180592.0,-296674.0,-302609.0,-33649.0
COTE D'IVOIRE,CIV,62979.0,64083.0,65590.0,66740.0,67090.0,66455.0,65161.0,61503.0,27375.0,-42783.0,-63877.0,-76730.0,-90581.0,-99980.0,-108973.0,-117468.0,-124792.0,-130231.0,-133857.0,-136317.0,-138260.0,-156846.0,-144173.0,-148501.0,-23011.0,-21498.0,-20148.0,-18758.0,-17190.0,-15520.0,-12301.0
CAMEROON,CMR,-8163.0,-14519.0,-13704.0,-9597.0,-12024.0,-12660.0,-12744.0,-13843.0,-12442.0,-17405.0,-21221.0,-19204.0,-10766.0,-18575.0,-19445.0,-27782.0,-28536.0,-10804.0,-10722.0,-10203.0,-9362.0,-12671.0,-7529.0,-6900.0,96607.0,42007.0,13251.0,-37910.0,-9185.0,-12254.0,-9889.0
"CONGO, DEM. REP.",COD,183750.0,86722.0,-40938.0,240181.0,1232110.0,-273443.0,-777896.0,-528084.0,-27328.0,-40434.0,-48028.0,26524.0,-17355.0,-106740.0,4255.0,20379.0,40036.0,9939.0,-11707.0,-46015.0,8823.0,40890.0,-25257.0,121103.0,36966.0,47831.0,173022.0,4350.0,-124242.0,-144916.0,-1643.0
"CONGO, REP.",COG,-400.0,1978.0,0.0,10212.0,1850.0,3746.0,1095.0,-20703.0,10500.0,2478.0,79780.0,-778.0,-16141.0,26287.0,25414.0,38337.0,35476.0,31237.0,1786.0,86016.0,12316.0,5262.0,-26640.0,-24608.0,-21600.0,-18219.0,-14788.0,-11604.0,-8858.0,-6271.0,-4465.0
COLOMBIA,COL,-17237.0,-48488.0,-29969.0,-30020.0,-16033.0,-33016.0,-28154.0,-23520.0,-25134.0,-30850.0,-31116.0,-27618.0,-24379.0,-33007.0,-25907.0,-41348.0,-39142.0,-49575.0,-63246.0,-46902.0,-34185.0,-46273.0,-55913.0,-64686.0,-67516.0,-41064.0,79978.0,415618.0,494364.0,395803.0,229437.0
COMOROS,COM,-1194.0,-1883.0,-2423.0,-2898.0,-2873.0,-2831.0,-2765.0,-2679.0,-2584.0,-3794.0,-2971.0,-2551.0,-2502.0,-3084.0,-3103.0,-2717.0,-2681.0,-2611.0,-2550.0,-2420.0,-2294.0,-2146.0,-1970.0,-1773.0,-1569.0,-1349.0,-1136.0,-2922.0,-2919.0,-2917.0,-1772.0
CABO VERDE,CPV,-3499.0,-2292.0,-1443.0,-1203.0,-1109.0,-1068.0,-1061.0,-1068.0,-1103.0,-1261.0,-2722.0,-3110.0,-3372.0,-3571.0,-3662.0,-3673.0,-3456.0,-3443.0,-3295.0,-3429.0,-1914.0,-1744.0,-1625.0,-1585.0,-1534.0,-1474.0,-1408.0,-1354.0,-1323.0,-1296.0,-1274.0
COSTA RICA,CRI,7941.0,10755.0,13075.0,14425.0,15576.0,16607.0,17391.0,17843.0,17671.0,16084.0,13590.0,10960.0,8929.0,8010.0,7458.0,7022.0,6651.0,6273.0,5833.0,5283.0,4728.0,4258.0,3983.0,3950.0,3996.0,4065.0,4150.0,4196.0,4198.0,4154.0,2084.0
CUBA,CUB,-15438.0,-20665.0,-21867.0,-24358.0,-27272.0,-28713.0,-25052.0,-34305.0,-32396.0,-30770.0,-24942.0,-22329.0,-23874.0,-19525.0,-13532.0,-11973.0,-9462.0,-14434.0,-24636.0,-30328.0,-27718.0,-28752.0,-17531.0,-15301.0,-14543.0,-14372.0,-14454.0,-14498.0,-14219.0,-13686.0,-7068.0
CURACAO,CUW,-2447.0,-2499.0,-2680.0,-2934.0,-3041.0,-3075.0,-3105.0,-3127.0,-3147.0,-3166.0,-2632.0,-966.0,556.0,1029.0,1079.0,1460.0,1535.0,1588.0,1598.0,1570.0,1499.0,1513.0,1470.0,1281.0,1065.0,844.0,647.0,535.0,25591.0,-9592.0,997.0
CAYMAN ISLANDS,CYM,1010.0,1015.0,1015.0,1028.0,1040.0,1099.0,1016.0,1009.0,1031.0,972.0,1020.0,1038.0,1075.0,1078.0,1036.0,985.0,997.0,984.0,933.0,918.0,895.0,880.0,897.0,967.0,980.0,1079.0,1077.0,1106.0,1054.0,973.0,766.0
CYPRUS,CYP,2551.0,2565.0,3587.0,11094.0,11017.0,11179.0,11197.0,11382.0,11566.0,11839.0,11577.0,12052.0,13449.0,13326.0,13126.0,13237.0,12664.0,12912.0,12489.0,12173.0,12456.0,6134.0,4789.0,4426.0,4467.0,4655.0,4878.0,5014.0,4977.0,4948.0,2999.0
CZECHIA,CZE,-4187.0,3543.0,5727.0,6639.0,6820.0,6465.0,5469.0,5670.0,5383.0,5382.0,4195.0,21486.0,26188.0,25694.0,25947.0,24895.0,25831.0,27262.0,29811.0,31317.0,34805.0,16409.0,10308.0,-1553.0,5009.0,5297.0,-300.0,2809.0,3193.0,4030.0,3621.0
GERMANY,DEU,479954.0,482849.0,470043.0,441211.0,394809.0,330244.0,246097.0,178604.0,125369.0,86982.0,60905.0,48500.0,45985.0,54381.0,73107.0,102694.0,145046.0,180746.0,211709.0,240968.0,267047.0,293051.0,317082.0,342555.0,369027.0,397921.0,432017.0,430803.0,392587.0,360560.0,334055.0
DJIBOUTI,DJI,49970.0,21510.0,-65203.0,8896.0,-15756.0,-3163.0,2650.0,13623.0,10355.0,7046.0,5627.0,7631.0,5022.0,-5634.0,-5247.0,-3779.0,2723.0,1253.0,2148.0,2770.0,2129.0,2090.0,2104.0,2033.0,1900.0,1723.0,1623.0,1535.0,1435.0,1322.0,744.0
DOMINICA,DMA,-1553.0,-1131.0,-1049.0,-1014.0,-926.0,-851.0,-784.0,-763.0,-778.0,-945.0,-994.0,-603.0,-278.0,-259.0,-304.0,-314.0,-390.0,-332.0,-347.0,-228.0,-243.0,0.0,158.0,-445.0,1445.0,-393.0,179.0,187.0,194.0,326.0,100.0
DENMARK,DNK,9449.0,10812.0,11990.0,13011.0,13723.0,14157.0,14394.0,14313.0,13972.0,13391.0,12536.0,11934.0,11518.0,11337.0,11366.0,11693.0,12217.0,13067.0,14111.0,15469.0,17037.0,18519.0,19732.0,20779.0,21670.0,22368.0,22859.0,23188.0,23337.0,23305.0,23076.0
DOMINICAN REPUBLIC,DOM,-27399.0,-29349.0,-29822.0,-30265.0,-30721.0,-29610.0,-29875.0,-30020.0,-30030.0,-30104.0,-30231.0,-30371.0,-30477.0,-30549.0,-30709.0,-30883.0,-30977.0,-30898.0,-30605.0,-30468.0,-30489.0,-30572.0,-30615.0,-30563.0,-30449.0,-30310.0,-30181.0,-30055.0,-29944.0,-29830.0,-14966.0
ALGERIA,DZA,-21641.0,-23561.0,-25186.0,-26202.0,-31916.0,-28581.0,-9849.0,14071.0,-27387.0,-12084.0,-18994.0,-25798.0,-36255.0,-39330.0,-38621.0,-111256.0,-32745.0,-37062.0,-33931.0,-33857.0,-33071.0,-34829.0,-35119.0,-35412.0,-36088.0,-36371.0,-36227.0,-36448.0,-36227.0,-36386.0,-18797.0
ECUADOR,ECU,-15159.0,-21384.0,-34721.0,-41843.0,-44398.0,-45172.0,-46046.0,-47259.0,-47999.0,-46434.0,-41899.0,-34968.0,-28089.0,-22605.0,-20921.0,-16816.0,-12621.0,-9625.0,-8776.0,-8487.0,-8315.0,-8135.0,-7832.0,-6151.0,2288.0,14740.0,27063.0,49359.0,153372.0,71801.0,35894.0
"EGYPT, ARAB REP.",EGY,6995.0,-63804.0,-41760.0,-42612.0,-11479.0,-31423.0,7378.0,14366.0,11316.0,-163.0,-2815.0,927.0,73253.0,37743.0,31302.0,-18144.0,-28511.0,-32607.0,-46339.0,-55856.0,-18831.0,158511.0,-2118.0,163449.0,5961.0,-79150.0,4132.0,-23281.0,-61050.0,-59715.0,4476.0
ERITREA,ERI,-12442.0,-328546.0,-22331.0,33686.0,-25840.0,136103.0,-52425.0,-30772.0,-32003.0,-3770.0,-33196.0,41755.0,-6571.0,76703.0,-6376.0,-12841.0,-50036.0,-18156.0,17859.0,-24355.0,-13369.0,-32992.0,-43335.0,-34025.0,-75830.0,-53049.0,-55530.0,-38636.0,-21435.0,-29849.0,-14987.0
SPAIN,ESP,-38206.0,123866.0,162339.0,162620.0,162131.0,164507.0,164247.0,166516.0,168468.0,170694.0,175213.0,185594.0,741349.0,662840.0,661105.0,632974.0,658689.0,774489.0,430778.0,130589.0,62782.0,57170.0,-144619.0,-254292.0,-94869.0,-871.0,89021.0,167475.0,339064.0,458942.0,208791.0
ESTONIA,EST,-2798.0,-9850.0,-38462.0,-25729.0,-18299.0,-12803.0,-10627.0,-4299.0,-3534.0,1271.0,-3230.0,-3422.0,-2984.0,-3780.0,-3768.0,-5242.0,-5403.0,-2862.0,-1973.0,-1939.0,-3759.0,-3929.0,-3646.0,-2650.0,-562.0,4308.0,1164.0,5329.0,7229.0,5410.0,2995.0
ETHIOPIA,ETH,296018.0,859739.0,160103.0,141549.0,140715.0,91538.0,41345.0,-9120.0,-3002.0,29118.0,-49892.0,-19067.0,-12921.0,-13744.0,-25428.0,-44423.0,-30511.0,-389.0,-20776.0,16319.0,80213.0,116793.0,119512.0,80953.0,103119.0,62784.0,115812.0,71769.0,9309.0,-10803.0,38867.0
FINLAND,FIN,8864.0,14401.0,9296.0,8887.0,3688.0,4250.0,3612.0,5014.0,3887.0,3532.0,2428.0,6395.0,5250.0,6039.0,6872.0,9406.0,10801.0,13940.0,15579.0,14757.0,14053.0,16712.0,17620.0,18026.0,15950.0,12433.0,17210.0,13307.0,11646.0,15558.0,17482.0
FIJI,FJI,-10612.0,-16491.0,-14646.0,-14927.0,-15170.0,-14575.0,-9085.0,-6530.0,-5711.0,-5926.0,-6081.0,-6207.0,-6349.0,-6513.0,-6639.0,-6729.0,-7016.0,-8101.0,-9625.0,-10445.0,-10666.0,-10836.0,-10945.0,-11000.0,-11023.0,-11047.0,-11139.0,-11605.0,-11738.0,-11865.0,-6003.0
FRANCE,FRA,11404.0,4385.0,740.0,235.0,4295.0,11505.0,23046.0,37822.0,56608.0,77667.0,102857.0,122247.0,137513.0,148696.0,154947.0,155943.0,151814.0,142170.0,128627.0,108940.0,86355.0,65188.0,49080.0,36552.0,26585.0,18807.0,14729.0,13175.0,14391.0,17403.0,18335.0
FAROE ISLANDS,FRO,-1147.0,-1169.0,-1188.0,-1274.0,-1249.0,97.0,96.0,96.0,156.0,116.0,332.0,396.0,369.0,317.0,390.0,-151.0,-187.0,-156.0,-162.0,-159.0,-116.0,-109.0,-149.0,-118.0,-111.0,542.0,537.0,622.0,653.0,580.0,498.0
"MICRONESIA, FED. STS.",FSM,-995.0,-995.0,235.0,284.0,-470.0,-2425.0,-2604.0,-2735.0,-2815.0,-2995.0,-2688.0,-2733.0,-2816.0,-2974.0,-3038.0,-3055.0,-3133.0,-3123.0,-3069.0,-2971.0,-1799.0,-1719.0,-1633.0,-1561.0,-1482.0,-1415.0,-1348.0,-1283.0,-1283.0,-1283.0,-635.0
GABON,GAB,995.0,995.0,995.0,1013.0,1122.0,1323.0,1560.0,1795.0,2050.0,2480.0,3086.0,3802.0,4579.0,5435.0,6827.0,8555.0,10386.0,12047.0,13448.0,15277.0,17266.0,18969.0,19971.0,19581.0,16566.0,12041.0,7395.0,4019.0,2893.0,2230.0,1514.0
UNITED KINGDOM,GBR,-701.0,3255.0,10003.0,20837.0,33409.0,48732.0,66293.0,86309.0,108637.0,133216.0,161157.0,186701.0,210510.0,230387.0,247447.0,261300.0,272651.0,279808.0,283762.0,284800.0,281588.0,277521.0,272601.0,268067.0,261389.0,254218.0,246940.0,239014.0,230577.0,221179.0,211063.0
GEORGIA,GEO,-108964.0,-111959.0,-121649.0,-154787.0,-147547.0,-130196.0,-134001.0,-133253.0,-127967.0,-131772.0,-135044.0,-110972.0,-58530.0,-31080.0,-30611.0,-31214.0,-31733.0,-32140.0,-32462.0,-32758.0,-24663.0,-25975.0,-26510.0,-27185.0,-16045.0,-13317.0,-10591.0,-7886.0,-5174.0,-5414.0,-2734.0
GHANA,GHA,-46822.0,-57922.0,-47772.0,-49825.0,-47170.0,-42594.0,-37148.0,-15423.0,-17583.0,-17306.0,-4208.0,36057.0,40580.0,28764.0,34434.0,21273.0,28539.0,32815.0,30509.0,22415.0,-3724.0,-733.0,1008.0,-2388.0,-6316.0,-13308.0,7014.0,-4914.0,-19374.0,-21860.0,-297.0
