country_name,country_code,population_1990,population_1991,population_1992,population_1993,population_1994,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020
NETHERLANDS,NLD,32373.0,35486.0,37760.0,38984.0,39389.0,38760.0,37200.0,34673.0,31182.0,26897.0,21650.0,17665.0,14789.0,13122.0,12819.0,13610.0,15632.0,18739.0,23206.0,28780.0,35628.0,41782.0,46924.0,51268.0,54876.0,57677.0,59528.0,60585.0,60758.0,60266.0,58816.0
NORWAY,NOR,1895.0,8076.0,10216.0,12589.0,7652.0,6522.0,5756.0,9777.0,13331.0,19147.0,9789.0,7888.0,17269.0,11447.0,13425.0,18467.0,24017.0,39806.0,43884.0,39234.0,42906.0,47281.0,47786.0,40480.0,38565.0,30329.0,26425.0,21584.0,18388.0,25564.0,10756.0
NEPAL,NPL,-650.0,17056.0,84106.0,-37782.0,-27423.0,-86300.0,-92417.0,-98574.0,-108537.0,-122704.0,-147403.0,-149185.0,-160257.0,-183002.0,-212507.0,-238799.0,-271254.0,-282748.0,-294886.0,-300762.0,-293613.0,-347554.0,-371708.0,-373065.0,-310157.0,-221059.0,-98016.0,-78062.0,-81130.0,-70597.0,306664.0
NAURU,NRU,71.0,65.0,-110.0,-193.0,-198.0,-201.0,-205.0,-208.0,-213.0,-217.0,-223.0,-228.0,-219.0,-211.0,-223.0,-234.0,-247.0,-258.0,-263.0,-262.0,-252.0,-207.0,-32.0,-34.0,-31.0,-31.0,-31.0,-34.0,-39.0,-107.0,-68.0
NEW ZEALAND,NZL,71491.0,30577.0,6535.0,12337.0,20272.0,26133.0,24974.0,11761.0,-1765.0,-8993.0,-6080.0,17140.0,47693.0,42181.0,24480.0,19148.0,14521.0,2976.0,4679.0,12403.0,6258.0,-2405.0,-1539.0,22547.0,48532.0,47165.0,50012.0,48815.0,80419.0,103392.0,38220.0
OMAN,OMN,33492.0,33643.0,33345.0,28131.0,-14802.0,-15515.0,-16769.0,-17943.0,-19193.0,-20097.0,-19889.0,-20234.0,-20634.0,-20635.0,-855.0,-630.0,-398.0,-755.0,-2491.0,-4718.0,264095.0,266486.0,262093.0,161176.0,75961.0,134260.0,118472.0,5777.0,-51177.0,-106864.0,-164408.0
PAKISTAN,PAK,30184.0,-6127.0,-1320633.0,-278.0,-276644.0,296208.0,147987.0,151546.0,148849.0,148403.0,940739.0,344288.0,-834546.0,-578225.0,-524871.0,-632467.0,-628923.0,-563471.0,-525915.0,-338507.0,-431891.0,-890633.0,-1647986.0,-1906315.0,-2037911.0,-2172159.0,-2290411.0,-1574581.0,-1309609.0,-1177218.0,-588736.0
PANAMA,PAN,-854.0,-305.0,182.0,560.0,899.0,1221.0,1533.0,1820.0,2084.0,2341.0,2602.0,2856.0,3099.0,3352.0,3596.0,3843.0,4087.0,4330.0,4568.0,4765.0,4953.0,5167.0,5447.0,5926.0,7105.0,8648.0,10109.0,11059.0,11130.0,10623.0,5473.0
PERU,PER,-35982.0,-61663.0,-51779.0,-51720.0,-39297.0,-46443.0,-38694.0,-32467.0,-35941.0,-60881.0,-94554.0,-128827.0,-157162.0,-181202.0,-194133.0,-221582.0,-231739.0,-236705.0,-235263.0,-219304.0,-181284.0,-148270.0,-118758.0,-95149.0,-50381.0,2462.0,80725.0,104242.0,326831.0,136558.0,79456.0
PHILIPPINES,PHL,-149089.0,-198673.0,-179039.0,-169227.0,-147940.0,-143386.0,5539.0,-3109.0,-24139.0,-59467.0,-122971.0,-185071.0,-195877.0,-204925.0,-182951.0,-223074.0,-235227.0,-217909.0,-190626.0,-232359.0,-183268.0,-103875.0,-156051.0,-199869.0,-237890.0,6954.0,79051.0,36111.0,-15371.0,-24066.0,-41937.0
PALAU,PLW,169.0,188.0,189.0,189.0,209.0,283.0,408.0,415.0,420.0,415.0,79.0,-78.0,-78.0,-76.0,-68.0,-277.0,-338.0,-337.0,-342.0,-347.0,-356.0,-364.0,-339.0,-50.0,-51.0,8.0,8.0,8.0,8.0,8.0,7.0
PAPUA NEW GUINEA,PNG,2397.0,26836.0,36623.0,38223.0,39667.0,40951.0,41986.0,42791.0,43097.0,42513.0,41857.0,41963.0,42657.0,43638.0,44804.0,46016.0,47192.0,48204.0,48988.0,49646.0,50107.0,40693.0,37896.0,35283.0,32841.0,30581.0,28474.0,26515.0,24688.0,22977.0,10695.0
POLAND,POL,-41244.0,-44836.0,-43464.0,-38654.0,-36956.0,-48065.0,-38917.0,-37561.0,-39215.0,-24652.0,315602.0,-21293.0,-21339.0,-22621.0,-17064.0,-21324.0,-47251.0,-29316.0,-20946.0,14220.0,-8835.0,-12188.0,-12077.0,-27597.0,-24234.0,-25426.0,-1967.0,-1983.0,-8736.0,-2974.0,-779.0
PUERTO RICO,PRI,-8238.0,-4808.0,-6082.0,-7941.0,-8199.0,-8680.0,-9170.0,-10803.0,-7644.0,-7546.0,-22489.0,-28052.0,-28183.0,-29216.0,-32210.0,-33430.0,-33275.0,-32608.0,-30804.0,-29338.0,-33742.0,-38794.0,-45035.0,-52866.0,-64956.0,-64764.0,-65824.0,-62275.0,-17320.0,-16013.0,-7408.0
"KOREA, DEM. PEOPLE'S REP.",PRK,0.0,0.0,0.0,0.0,-525.0,-3093.0,-3507.0,-3738.0,-3706.0,-3436.0,-3139.0,-2883.0,-2770.0,-2720.0,-2759.0,-2860.0,-2950.0,-3020.0,-3046.0,-3055.0,-3047.0,-2958.0,-2918.0,-2936.0,-3039.0,-3200.0,-3218.0,-3222.0,-3223.0,-3139.0,-1589.0
PORTUGAL,PRT,-33704.0,-35318.0,-7612.0,11901.0,22141.0,30130.0,35377.0,39207.0,43501.0,49266.0,63195.0,57075.0,45651.0,28311.0,17114.0,17155.0,18775.0,21954.0,10008.0,15657.0,-11820.0,-24048.0,-37448.0,-36657.0,-30033.0,-10124.0,-8128.0,5244.0,10177.0,43656.0,40535.0
PARAGUAY,PRY,-4689.0,-5420.0,-6032.0,-6432.0,-6996.0,-7653.0,-8273.0,-8707.0,-9279.0,-11357.0,-15880.0,-27672.0,-36917.0,-39940.0,-40910.0,-42163.0,-44565.0,-45914.0,-44677.0,-40108.0,-26173.0,-20435.0,-17761.0,-17238.0,-16990.0,-16833.0,-16734.0,-16628.0,-16470.0,-16270.0,-8230.0
WEST BANK AND GAZA,PSE,-476.0,2116.0,4411.0,5975.0,7434.0,8763.0,9810.0,10417.0,-13145.0,-13857.0,-11501.0,-25657.0,-35034.0,-35960.0,-32854.0,-28157.0,-23450.0,-20334.0,-23981.0,-25908.0,-26350.0,-26662.0,-26918.0,-26976.0,-27076.0,-22904.0,-22774.0,-25452.0,-25137.0,-24737.0,-12369.0
FRENCH POLYNESIA,PYF,-904.0,-925.0,-933.0,-944.0,-961.0,-919.0,-727.0,-487.0,-417.0,-455.0,-460.0,-431.0,-304.0,-130.0,-61.0,-93.0,-342.0,-1179.0,-2190.0,-2603.0,-2613.0,-2521.0,-2639.0,-1988.0,-1668.0,-1676.0,-1687.0,-1046.0,-952.0,-861.0,-378.0
QATAR,QAT,5021.0,5494.0,5451.0,5250.0,5106.0,4893.0,4552.0,19387.0,22500.0,22364.0,22039.0,21641.0,24200.0,23444.0,12430.0,106609.0,203572.0,206156.0,192654.0,111510.0,64531.0,82815.0,83444.0,137597.0,179768.0,178133.0,138455.0,46900.0,11662.0,15493.0,-163999.0
ROMANIA,ROU,-39265.0,-32488.0,-76545.0,-76366.0,-80789.0,-75823.0,-70462.0,-88880.0,-89939.0,-85301.0,-91807.0,-87561.0,-101632.0,-97597.0,-106593.0,-129933.0,-125012.0,-127609.0,-138327.0,-129392.0,-112173.0,-47867.0,-21485.0,-13890.0,-20445.0,-49612.0,-64002.0,-58735.0,-57865.0,-25453.0,-12724.0
RUSSIAN FEDERATION,RUS,257950.0,124261.0,443129.0,731233.0,658544.0,544803.0,463685.0,463215.0,464127.0,518140.0,404928.0,287206.0,289174.0,241147.0,239753.0,244437.0,282022.0,372974.0,385471.0,374958.0,253479.0,295952.0,304059.0,291552.0,260843.0,384942.0,373316.0,350105.0,336527.0,333509.0,340711.0
RWANDA,RWA,-31720.0,-48085.0,3454.0,126168.0,-2162873.0,443316.0,1372202.0,239690.0,-84051.0,-97819.0,-99860.0,-91955.0,-47989.0,-17399.0,-18936.0,-23051.0,-20195.0,-17724.0,-16880.0,-15121.0,-8394.0,-5358.0,-14824.0,-15833.0,-15027.0,-14477.0,-2605.0,-5169.0,-10794.0,-11823.0,-1579.0
SAUDI ARABIA,SAU,186898.0,165010.0,130258.0,31317.0,35332.0,27095.0,29773.0,31781.0,29767.0,24400.0,17241.0,19616.0,22830.0,17278.0,10112.0,481349.0,490805.0,495746.0,495131.0,494189.0,236962.0,94083.0,88879.0,77738.0,65520.0,60337.0,171429.0,282947.0,253245.0,241172.0,-1025295.0
SUDAN,SDN,-227157.0,-254515.0,-248714.0,-87480.0,-70382.0,-71692.0,-56798.0,-47334.0,-48202.0,-58808.0,-80698.0,-136249.0,-159912.0,-149595.0,-86754.0,-10644.0,-12376.0,-13752.0,-72121.0,-79473.0,-331713.0,-337194.0,-221502.0,-185339.0,85052.0,49080.0,97646.0,189497.0,74198.0,-29450.0,86.0
SENEGAL,SEN,-12986.0,-13810.0,-14820.0,-16672.0,-22681.0,-31064.0,-39240.0,-44599.0,-45291.0,-44377.0,-42952.0,-41509.0,-40555.0,-40489.0,-41027.0,-41857.0,-42731.0,-43365.0,-43583.0,-43643.0,-43569.0,-43352.0,-42976.0,-45857.0,-37405.0,-31006.0,-24720.0,-20576.0,-19973.0,-19973.0,-10090.0
SINGAPORE,SGP,44423.0,71936.0,71430.0,68911.0,69606.0,67448.0,77188.0,70128.0,74882.0,69080.0,39387.0,32038.0,22897.0,19770.0,15629.0,80422.0,149376.0,147762.0,145016.0,142947.0,109045.0,72396.0,67992.0,67504.0,60308.0,40958.0,36498.0,35449.0,35726.0,40624.0,21324.0
SOLOMON ISLANDS,SLB,-529.0,-585.0,-650.0,-726.0,-793.0,-859.0,-908.0,-971.0,-1065.0,-1478.0,-2137.0,-2511.0,-2603.0,-2685.0,-2745.0,-2800.0,-2848.0,-2901.0,-2964.0,-2579.0,-2225.0,-1875.0,-1634.0,-1603.0,-1603.0,-1603.0,-1603.0,-1603.0,-1603.0,-1603.0,-808.0
SIERRA LEONE,SLE,131587.0,-238965.0,-129565.0,-95476.0,-77371.0,-112857.0,-52110.0,-48437.0,-76766.0,-84926.0,83013.0,227791.0,86578.0,69185.0,23897.0,-1805.0,-34052.0,-6042.0,1182.0,18145.0,7983.0,6895.0,988.0,2773.0,485.0,-356.0,4657.0,1234.0,-2741.0,-2238.0,1292.0
EL SALVADOR,SLV,-39690.0,-50621.0,-48228.0,-76214.0,-82069.0,-89307.0,-92279.0,-93078.0,-97089.0,-98364.0,-97219.0,-93347.0,-92034.0,-91736.0,-89193.0,-91042.0,-89964.0,-56863.0,-56087.0,-55962.0,-54686.0,-53440.0,-50554.0,-49086.0,-49130.0,-51282.0,-47499.0,-50616.0,-54158.0,-55143.0,-25214.0
SAN MARINO,SMR,273.0,251.0,318.0,300.0,273.0,275.0,266.0,285.0,322.0,289.0,386.0,463.0,590.0,483.0,333.0,381.0,432.0,268.0,213.0,366.0,641.0,1043.0,195.0,109.0,119.0,317.0,344.0,302.0,137.0,148.0,-138.0
SOMALIA,SOM,-248155.0,-568166.0,-179675.0,261815.0,-50921.0,65888.0,-46291.0,49692.0,55426.0,37548.0,53580.0,40274.0,12603.0,33174.0,17353.0,-5955.0,-67200.0,8476.0,-102035.0,-101795.0,-88448.0,-326192.0,-51833.0,20723.0,6065.0,-17178.0,124017.0,38067.0,40844.0,48055.0,-11383.0
SERBIA,SRB,-651.0,-62389.0,7805.0,9203.0,7520.0,7879.0,7573.0,5364.0,3799.0,3950.0,2082.0,-5.0,1543.0,511.0,480.0,351.0,185.0,117.0,98.0,46.0,-20.0,28.0,3968.0,7198.0,8072.0,7368.0,5901.0,4465.0,3346.0,489.0,243.0
SOUTH SUDAN,SSD,12993.0,14325.0,15074.0,15772.0,16418.0,17077.0,17951.0,48277.0,64284.0,70269.0,74224.0,77854.0,82850.0,91958.0,110187.0,132868.0,153929.0,167356.0,165553.0,139129.0,299400.0,194323.0,125766.0,65337.0,-471614.0,-160109.0,-655870.0,-672697.0,-297041.0,2048.0,-74415.0
SAO TOME AND PRINCIPE,STP,-724.0,-1121.0,-1175.0,-1261.0,-1376.0,-1494.0,-1625.0,-1801.0,-2024.0,-2274.0,-2512.0,-1292.0,-739.0,-889.0,-991.0,-1023.0,-1072.0,-1086.0,-1176.0,-1306.0,-1527.0,-1641.0,-1736.0,-1781.0,-1794.0,-1800.0,-1786.0,-1775.0,-1758.0,-1718.0,0.0
SURINAME,SUR,-6471.0,-6174.0,-5662.0,-7291.0,-2713.0,607.0,421.0,412.0,526.0,630.0,613.0,639.0,723.0,741.0,-1684.0,-1542.0,-1410.0,-1316.0,-1265.0,-1214.0,-1145.0,-1068.0,-1014.0,-978.0,-967.0,-976.0,-910.0,-948.0,-862.0,203.0,-313.0
SLOVAK REPUBLIC,SVK,-10132.0,-526.0,-983.0,-602.0,-699.0,-591.0,-157.0,45.0,-186.0,-102.0,-1135.0,-791.0,-571.0,-325.0,-225.0,-219.0,-26.0,363.0,761.0,1148.0,-1558.0,-1855.0,2629.0,1279.0,1058.0,2637.0,3682.0,3542.0,3752.0,3378.0,1746.0
SLOVENIA,SVN,1718.0,-9.0,-5.0,-211.0,-708.0,-763.0,-904.0,-821.0,-1031.0,-1206.0,-1562.0,-1434.0,5397.0,8388.0,8061.0,8289.0,8036.0,7993.0,7583.0,7660.0,7640.0,390.0,219.0,210.0,-225.0,7934.0,7684.0,7460.0,7559.0,7427.0,7681.0
SWEDEN,SWE,17724.0,18514.0,19363.0,20278.0,21185.0,22161.0,23219.0,24183.0,25405.0,26554.0,27734.0,29249.0,31068.0,33445.0,36044.0,39103.0,42580.0,46383.0,50669.0,55405.0,60639.0,65397.0,69451.0,72873.0,75670.0,77987.0,79667.0,80765.0,81492.0,81585.0,81066.0
ESWATINI,SWZ,7169.0,7496.0,6012.0,-6692.0,-48259.0,-2501.0,-2949.0,-5749.0,-6058.0,-6575.0,-6689.0,-6832.0,-7036.0,-7327.0,-7656.0,-8000.0,-8136.0,-7997.0,-10009.0,-10223.0,-10467.0,-10654.0,-10706.0,-10662.0,-10586.0,-10464.0,-10295.0,-10127.0,-9956.0,-9796.0,-4897.0
SINT MAARTEN (DUTCH PART),SXM,1402.0,1465.0,433.0,-659.0,-695.0,-719.0,-727.0,-723.0,-688.0,-657.0,-594.0,-309.0,-35.0,-6.0,9.0,11.0,8.0,63.0,27.0,23.0,-62.0,0.0,2953.0,1609.0,901.0,1027.0,969.0,-50.0,640.0,540.0,475.0
SEYCHELLES,SYC,-320.0,-339.0,-369.0,-376.0,-55.0,-48.0,-48.0,370.0,262.0,374.0,376.0,363.0,320.0,263.0,245.0,251.0,259.0,276.0,305.0,317.0,376.0,378.0,369.0,323.0,263.0,245.0,251.0,259.0,276.0,305.0,146.0
SYRIAN ARAB REPUBLIC,SYR,-12182.0,-11960.0,-11272.0,-11553.0,-18146.0,-13569.0,-16245.0,-16907.0,-17572.0,-18162.0,-18458.0,-18374.0,-17963.0,-17451.0,10911.0,13431.0,682984.0,801533.0,-402356.0,-52701.0,-54336.0,-256835.0,-999191.0,-2081259.0,-1457678.0,-827474.0,-133823.0,-293599.0,513647.0,500572.0,270006.0
TURKS AND CAICOS ISLANDS,TCA,291.0,404.0,395.0,393.0,390.0,382.0,369.0,370.0,371.0,385.0,418.0,548.0,778.0,789.0,782.0,794.0,811.0,848.0,873.0,889.0,899.0,821.0,1256.0,1337.0,1005.0,1663.0,1312.0,1425.0,1403.0,1358.0,682.0
CHAD,TCD,-58912.0,112490.0,6011.0,-146473.0,994.0,152235.0,1268.0,3624.0,2237.0,17174.0,-3839.0,3473.0,20396.0,105146.0,110387.0,19281.0,23055.0,-11340.0,36443.0,9108.0,10419.0,29255.0,9516.0,51887.0,20842.0,-48918.0,21546.0,16916.0,46664.0,-9469.0,9016.0
TOGO,TGO,59.0,-72.0,-132.0,-291022.0,88992.0,57406.0,40915.0,11899.0,12365.0,11122.0,4710.0,-1711.0,-5972.0,-2797.0,-1007.0,-4438.0,21722.0,4811.0,14304.0,-1997.0,-1972.0,-1980.0,-1992.0,-1985.0,-1985.0,-1985.0,-1988.0,-1997.0,-1997.0,-1997.0,-995.0
THAILAND,THA,130112.0,57444.0,72918.0,73141.0,106745.0,102011.0,93259.0,101661.0,121296.0,132804.0,119074.0,125457.0,134387.0,112123.0,119324.0,70281.0,78189.0,91206.0,85762.0,86611.0,52842.0,66775.0,74265.0,67600.0,55367.0,32595.0,76693.0,44063.0,9304.0,3758.0,35526.0
TAJIKISTAN,TJK,-41579.0,-29562.0,-95269.0,-75130.0,-49653.0,-40411.0,-30928.0,-109410.0,-117995.0,-124143.0,-13870.0,-19655.0,-20530.0,-22561.0,-25080.0,-27949.0,-30595.0,-32834.0,-34853.0,-36672.0,-33731.0,-30780.0,-27831.0,-24877.0,-21933.0,-18984.0,-16029.0,-13082.0,-10135.0,-7192.0,-3564.0
TURKMENISTAN,TKM,798.0,5400.0,8347.0,8183.0,4802.0,-462.0,-25893.0,-16799.0,-9721.0,-9212.0,-9473.0,-9062.0,-8595.0,-15713.0,-9254.0,-8252.0,-9619.0,-9637.0,-9605.0,-9615.0,-9627.0,-9636.0,-9598.0,-9603.0,-9609.0,-9612.0,-9616.0,-9616.0,-9614.0,-9612.0,-4502.0
TIMOR-LESTE,TLS,399.0,-7212.0,-7769.0,-7759.0,-7986.0,-7916.0,-8429.0,-8625.0,-8572.0,-8157.0,-12665.0,-9894.0,-9937.0,-9731.0,-5797.0,-1481.0,-1590.0,-1970.0,-3235.0,-4019.0,-1607.0,-309.0,-769.0,-1580.0,-1586.0,-5529.0,-5475.0,-5412.0,-5352.0,-5265.0,-3506.0
TONGA,TON,-2068.0,-2147.0,-2187.0,-2187.0,-2143.0,-2109.0,-2116.0,-1567.0,-1648.0,-1646.0,-1617.0,-1647.0,-1712.0,-1754.0,-1793.0,-1812.0,-1813.0,-1985.0,-2085.0,-2079.0,-1948.0,-2048.0,-2529.0,-2558.0,-2524.0,-2495.0,-2206.0,-2106.0,-2023.0,-1898.0,-948.0
TRINIDAD AND TOBAGO,TTO,-7878.0,-7149.0,-6650.0,-6554.0,-6615.0,-6723.0,-6827.0,-6865.0,-6730.0,-6103.0,-5185.0,-4252.0,-3613.0,-3472.0,-3504.0,-3595.0,-3684.0,-3731.0,-3624.0,-3056.0,-2230.0,-1410.0,-880.0,-796.0,-799.0,-583.0,-103.0,1446.0,35502.0,-19248.0,2370.0
TUNISIA,TUN,7453.0,7712.0,8000.0,5978.0,594.0,-10177.0,-12610.0,-13789.0,-15073.0,-16316.0,-17475.0,-18429.0,-19029.0,-20774.0,-24512.0,-29303.0,-29586.0,-29009.0,-28334.0,-27364.0,-25953.0,11481.0,-29555.0,-27026.0,-26591.0,-25230.0,-23826.0,-22368.0,-21013.0,-19609.0,-9189.0
TURKIYE,TUR,-22662.0,-58319.0,-41604.0,-29375.0,-31467.0,-81045.0,-77332.0,-110940.0,-99944.0,-109485.0,-77647.0,-64004.0,-92952.0,-4115.0,12764.0,-23548.0,-59360.0,-85513.0,-75192.0,31992.0,69638.0,68855.0,297814.0,393572.0,703144.0,341261.0,375842.0,-252010.0,-261813.0,-218341.0,-80952.0
TUVALU,TUV,-37.0,-51.0,-145.0,-160.0,-163.0,-163.0,-165.0,-166.0,-163.0,-163.0,-161.0,-162.0,-146.0,-14.0,-12.0,-10.0,-14.0,-6.0,-1.0,9.0,17.0,26.0,8.0,-150.0,-152.0,-159.0,-170.0,-155.0,-57.0,-57.0,-15.0
TANZANIA,TZA,-88284.0,-91874.0,-95865.0,288072.0,349345.0,-109903.0,-472926.0,-13340.0,-119727.0,-11552.0,-12539.0,-124527.0,-118044.0,-127010.0,-126446.0,-128147.0,-128070.0,-126739.0,-184748.0,-324470.0,-121993.0,-84433.0,-49713.0,1346.0,-21079.0,201562.0,124444.0,101235.0,-56813.0,-64819.0,-15795.0
UGANDA,UGA,-21692.0,3642.0,24725.0,18352.0,-16192.0,-242445.0,-22809.0,-155544.0,6283.0,-39697.0,-52834.0,-95975.0,-35155.0,-96452.0,-138801.0,-151432.0,-156293.0,-154826.0,-158848.0,-164609.0,-168379.0,-173065.0,-175994.0,-176638.0,-92291.0,-62377.0,123381.0,92876.0,60723.0,107203.0,43465.0
UKRAINE,UKR,49782.0,104501.0,204389.0,-7382.0,-222324.0,-124586.0,-162706.0,-113342.0,-122825.0,-78867.0,-77752.0,-109322.0,-36318.0,11140.0,-11530.0,-4936.0,12013.0,11518.0,16490.0,18178.0,8366.0,13301.0,68840.0,34043.0,-65667.0,-21937.0,-54333.0,-50447.0,-33273.0,-7812.0,-2173.0
URUGUAY,URY,-7498.0,-7720.0,-7856.0,-7917.0,-7951.0,-8333.0,-7396.0,-6937.0,-7043.0,-7439.0,-11074.0,-14628.0,-16958.0,-17099.0,-15661.0,-16092.0,-13159.0,-10752.0,-9460.0,-8510.0,-7696.0,-6982.0,-6318.0,-5655.0,-4914.0,-4156.0,-3506.0,-3090.0,-2963.0,-2902.0,-1486.0
UNITED STATES,USA,1421775.0,1569223.0,1816509.0,1752153.0,1806698.0,1678815.0,1771618.0,1866819.0,1799996.0,1667953.0,1479676.0,1335725.0,1168499.0,1074728.0,1200409.0,1129462.0,1113259.0,1108509.0,1095864.0,1031010.0,1030731.0,1322433.0,1323368.0,1320840.0,1250914.0,1221849.0,1449371.0,1377630.0,1200796.0,1158444.0,675560.0
UZBEKISTAN,UZB,-73485.0,-29065.0,-33270.0,-37383.0,-41799.0,-45888.0,-50325.0,-48369.0,-49882.0,-61969.0,-66569.0,-48649.0,-47697.0,-44098.0,-38839.0,-33395.0,-29201.0,-27023.0,-24037.0,-20379.0,-20381.0,-20380.0,-20382.0,-20380.0,-20382.0,-20380.0,-35209.0,-48561.0,-60066.0,-69397.0,-39203.0
ST. VINCENT AND THE GRENADINES,VCT,-1915.0,-1595.0,-1606.0,-1618.0,-1630.0,-1640.0,-1643.0,-1661.0,-1672.0,-1661.0,-1618.0,-1563.0,-1537.0,-1699.0,-1726.0,-1757.0,-1780.0,-1719.0,-1653.0,-1659.0,-1660.0,-1665.0,-1569.0,-1569.0,-1295.0,-1295.0,-1295.0,-847.0,-807.0,-758.0,-379.0
"VENEZUELA, RB",VEN,-80.0,-241.0,-388.0,-487.0,-567.0,-633.0,-717.0,-825.0,-1013.0,-1388.0,-2004.0,-2852.0,-3934.0,-5730.0,-10798.0,-18400.0,-27239.0,-36052.0,-43636.0,-50286.0,-52784.0,-54377.0,-55130.0,-57815.0,-62437.0,-77421.0,-283326.0,-817764.0,-1356759.0,-976460.0,-525142.0
BRITISH VIRGIN ISLANDS,VGB,381.0,236.0,192.0,193.0,243.0,253.0,262.0,251.0,347.0,325.0,326.0,451.0,571.0,594.0,596.0,658.0,709.0,741.0,801.0,763.0,0.0,562.0,122.0,164.0,260.0,302.0,275.0,281.0,221.0,253.0,272.0
VIRGIN ISLANDS (U.S.),VIR,-1583.0,-1216.0,-973.0,-915.0,-883.0,144.0,229.0,79.0,132.0,77.0,-921.0,-988.0,-1041.0,-1057.0,-1122.0,-429.0,-534.0,-570.0,-682.0,-567.0,-1090.0,-1018.0,-932.0,-858.0,-748.0,-630.0,-526.0,-471.0,-458.0,-458.0,0.0
VIETNAM,VNM,-10252.0,-824.0,-5664.0,-5426.0,-2891.0,43672.0,50794.0,52526.0,72370.0,-31169.0,-150955.0,-162571.0,-159577.0,-153880.0,-150349.0,-144080.0,-131559.0,-119471.0,-101560.0,-18546.0,-4382.0,-4378.0,-4545.0,-4786.0,-4875.0,-4761.0,-4432.0,-3847.0,-3080.0,-4028.0,-2016.0
VANUATU,VUT,-939.0,-943.0,-939.0,-939.0,-939.0,-939.0,-937.0,-929.0,-902.0,-734.0,-458.0,-336.0,-351.0,-386.0,-425.0,-448.0,-481.0,-498.0,-531.0,-680.0,-882.0,-934.0,-879.0,-824.0,-785.0,-756.0,-404.0,-403.0,-403.0,-403.0,-197.0
SAMOA,WSM,-4286.0,-3705.0,-3166.0,-2944.0,-2979.0,-3004.0,-3003.0,-2984.0,-2986.0,-3001.0,-3020.0,-3489.0,-3772.0,-3966.0,-4022.0,-4040.0,-3553.0,-3334.0,-3244.0,-3252.0,-3274.0,-3246.0,-3215.0,-3182.0,-3161.0,-3137.0,-2772.0,-2824.0,-2739.0,-2469.0,-1060.0
KOSOVO,XKX,-8387.0,-3473.0,838.0,670.0,449.0,-775.0,-4185.0,-4656.0,-295298.0,-168911.0,-9176.0,-1995.0,-29565.0,-27077.0,-30715.0,-33861.0,-32364.0,-32547.0,-34210.0,-33429.0,-31889.0,-3033.0,-15323.0,-40468.0,-56637.0,-14819.0,-31383.0,-33495.0,-34137.0,-33469.0,-15050.0
"YEMEN, REP.",YEM,-15868.0,-14971.0,-14380.0,-14335.0,-13045.0,-55482.0,-75067.0,-76708.0,-79125.0,-82761.0,-87753.0,-93742.0,-99706.0,-104794.0,-102701.0,-51360.0,-24072.0,-26971.0,-28242.0,-27870.0,-25573.0,-21770.0,-20983.0,-23747.0,-30048.0,-38355.0,-39688.0,-39672.0,-39699.0,-39769.0,-86100.0
SOUTH AFRICA,ZAF,231224.0,12361.0,-85560.0,-96947.0,-76997.0,-98300.0,-85040.0,-56052.0,-59065.0,-77647.0,-80388.0,-29826.0,50323.0,65721.0,58977.0,31424.0,33357.0,36414.0,36948.0,41532.0,68599.0,65295.0,68846.0,63794.0,290874.0,644996.0,-866101.0,-10681.0,27265.0,22728.0,30852.0
ZAMBIA,ZMB,-40900.0,-44211.0,-47186.0,-47719.0,-45505.0,-45408.0,-38331.0,-26263.0,-30975.0,-18917.0,-5152.0,23832.0,3209.0,20873.0,7828.0,35351.0,29559.0,49966.0,39266.0,44865.0,22765.0,13605.0,9009.0,15574.0,16580.0,16283.0,17285.0,20268.0,18019.0,18019.0,9015.0
ZIMBABWE,ZWE,2355.0,998.0,8095.0,-201588.0,-144401.0,-32961.0,-34438.0,-36050.0,-37480.0,-73419.0,-137321.0,-136966.0,-147110.0,-118634.0,-156566.0,-164732.0,-70231.0,-145201.0,-139762.0,-133436.0,-133402.0,-133434.0,-66709.0,-59918.0,-59918.0,-59918.0,-59918.0,-59918.0,-59918.0,-59918.0,-29955.0
